,Opening Price,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Company,Date
275,40.6300,43.0000,31.5000,32.3100,22.9327,29081300,0.0000,ASML,2000-09-29
276,39.7500,41.5000,32.0600,38.1300,27.0635,45649093,0.0000,ASML,2000-08-31
277,42.2500,47.5000,36.7500,39.7500,28.2134,34004416,0.0000,ASML,2000-07-31
278,36.5900,45.6300,36.2500,44.1300,31.3222,45566235,0.0000,ASML,2000-06-30
279,39.7500,42.0000,30.3100,35.1300,24.9342,36552988,0.0000,ASML,2000-05-31
280,108.9000,134.9000,32.5000,40.0000,28.3908,24860043,0.0000,ASML,2000-04-28
281,136.7000,150.8000,106.6000,111.8000,26.4508,17204658,0.0000,ASML,2000-03-31
282,124.3000,146.4000,122.6000,128.1000,30.3072,10640649,0.0000,ASML,2000-02-29
283,117.0000,144.0000,93.9400,122.9000,29.0769,17669913,0.0000,ASML,2000-01-31
284,96.5000,114.9000,90.7500,113.8000,26.9240,13724022,0.0000,ASML,1999-12-31
