,Opening Price,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Company,Date
44,317.7200,331.2000,303.1300,316.0200,280.8147,51847995,3.2500,AVGO,2019-12-31
45,292.9900,325.6700,292.0900,316.2100,278.1497,40861789,0.0000,AVGO,2019-11-29
46,278.2700,294.0800,267.2200,292.8500,257.6014,42758739,0.0000,AVGO,2019-10-31
47,280.0000,302.3300,270.0000,276.0700,242.8411,52187057,2.6500,AVGO,2019-09-30
48,289.1300,297.8200,262.5000,282.6400,246.3240,45422110,0.0000,AVGO,2019-08-30
49,301.6800,305.7500,272.4100,289.9900,252.7296,52041498,0.0000,AVGO,2019-07-31
50,252.5500,291.7500,251.2000,287.8600,250.8733,73711281,2.6500,AVGO,2019-06-28
51,320.5000,323.2000,250.0900,251.6400,217.2063,64215569,0.0000,AVGO,2019-05-31
52,303.1100,322.4500,299.7500,318.4000,274.8311,40855951,0.0000,AVGO,2019-04-30
53,277.7300,303.3000,259.2000,300.7100,259.5618,72694101,2.6500,AVGO,2019-03-29
54,269.1500,286.6300,264.8900,275.3600,235.5359,41510343,0.0000,AVGO,2019-02-28
55,248.8500,273.7500,230.3300,268.2500,229.4542,74939546,0.0000,AVGO,2019-01-31
56,245.2000,261.5900,217.6100,254.2800,217.5046,97816619,2.6500,AVGO,2018-12-31
57,225.1600,242.6200,213.7100,237.4100,200.9416,64531353,0.0000,AVGO,2018-11-30
58,247.8800,252.1400,208.2300,223.4900,189.1599,74095176,0.0000,AVGO,2018-10-31
59,218.5900,250.1000,213.9200,246.7300,208.8300,96345586,1.7500,AVGO,2018-09-28
60,223.2600,223.9400,202.7700,219.0300,184.0415,70856922,0.0000,AVGO,2018-08-31
61,240.0900,251.8000,197.4600,221.7700,186.3438,174204440,0.0000,AVGO,2018-07-31
62,254.3700,271.8100,242.2700,242.6400,203.8799,76084243,1.7500,AVGO,2018-06-29
63,230.8500,255.2900,221.9800,252.0700,210.3926,71235166,0.0000,AVGO,2018-05-31
64,233.9500,252.8500,225.4400,229.4200,191.4876,75688809,0.0000,AVGO,2018-04-30
65,245.8600,273.8500,234.7600,235.6500,196.6875,100903637,1.7500,AVGO,2018-03-29
66,241.7200,255.7400,224.9000,246.4600,204.2571,70848910,0.0000,AVGO,2018-02-28
67,259.7700,274.2600,237.0100,248.0300,205.5583,74296557,0.0000,AVGO,2018-01-31
68,275.2100,275.7000,253.3900,256.9000,212.9094,65026538,1.7500,AVGO,2017-12-29
69,264.2400,285.6800,248.8700,277.9400,228.8320,74581116,0.0000,AVGO,2017-11-30
70,245.3100,266.7000,237.5100,263.9100,217.2809,52551023,0.0000,AVGO,2017-10-31
71,252.3300,255.3400,231.5300,242.5400,199.6867,53110903,1.0200,AVGO,2017-09-29
72,248.2300,259.3600,238.7000,252.0700,206.6889,59502055,0.0000,AVGO,2017-08-31
73,234.5100,258.4900,227.5000,246.6600,202.2529,40963842,0.0000,AVGO,2017-07-31
74,241.6000,256.7800,230.5701,233.0500,191.0932,81439377,1.0200,AVGO,2017-06-30
75,222.0900,242.8900,219.9100,239.4800,195.5276,49731660,0.0000,AVGO,2017-05-31
76,219.0000,224.0900,208.4400,220.8100,180.2841,36239630,0.0000,AVGO,2017-04-28
77,213.0700,227.7500,210.5600,218.9600,178.7736,66287633,1.0200,AVGO,2017-03-31
78,202.2500,215.9550,200.2100,210.9300,171.4310,45313269,0.0000,AVGO,2017-02-28
79,178.2900,205.7900,173.3100,199.5000,162.1414,66354811,0.0000,AVGO,2017-01-31
80,170.0100,183.9900,160.6200,176.7700,143.6679,67190601,1.0200,AVGO,2016-12-30
81,170.7200,178.0200,163.0200,170.4900,137.7727,53653357,0.0000,AVGO,2016-11-30
82,173.0100,177.0000,166.8000,170.2800,137.6030,42304250,0.0000,AVGO,2016-10-31
83,176.8800,177.6700,158.7501,172.5200,139.4131,74602439,0.5100,AVGO,2016-09-30
84,162.7800,179.4200,161.2803,176.4200,142.1450,47832893,0.0000,AVGO,2016-08-31
85,154.4700,167.6000,147.1600,161.9800,130.5104,41773861,0.0000,AVGO,2016-07-29
86,153.4100,166.0000,142.2700,155.4000,125.2088,75929099,0.5000,AVGO,2016-06-30
